,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.location,tags.generator:solar:tracking,other_tags,geometry,Country
389,990605656,area,MM,combustion,118.0,gas,combined_cycle,generator,NULL,NULL,NULL,"POLYGON ((97.40727479999997 16.964431699999942, 97.40599749999997 16.96443159999994, 97.40600819999997 16.96352079999994, 97.40728429999997 16.963505399999942, 97.40727479999997 16.964431699999942))",MM
397,1303715731,area,MM,photovoltaic,40.0,solar,solar_photovoltaic_panel,generator,NULL,NULL,"{ ""tags.operator"": ""Golden Future Linkage Co. Ltd."", ""tags.description"": ""ဗိုလ်ချုပ်မှူးကြီး မင်းအောင်လှိုင်၏ သား ဦးအောင်ပြည့်စုံပိုင် Golden Future Linkage ကုမ္ပဏီ နှင့် တရုတ်ကုမ္ပဏီ China Energy Engineering Corporation Limited (CEEC) တို့ပူးပေါင်းဆောင်ရွက်သည်။ ၂၃၀ ဧက"" }","POLYGON ((96.00798219999994 20.97813939999995, 96.01677989999995 20.97921329999995, 96.017452 20.976047399999953, 96.00847509999996 20.975252499999954, 96.00798219999994 20.97813939999995))",MM
399,2324482661,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (95.22854559999996 18.727347899999945),MM
422,7735218576,node,MM,run-of-the-river,33.0,hydro,pelton_turbine,generator,NULL,NULL,NULL,POINT (98.08028439999975 25.83152029999993),MM
424,9147172461,node,MM,run-of-the-river,33.0,hydro,pelton_turbine,generator,NULL,NULL,NULL,POINT (98.08018679999978 25.83171459999994),MM
425,9147172462,node,MM,run-of-the-river,33.0,hydro,pelton_turbine,generator,NULL,NULL,NULL,POINT (98.08022979999978 25.83162279999994),MM
426,9149467153,node,MM,combustion,25.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (96.26542839999996 16.66331309999996),MM
427,9149467154,node,MM,combustion,25.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (96.265313 16.66354949999996),MM
428,9149467163,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.26846329999996 16.654221799999963),MM
429,9149467164,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.268601 16.65424569999996),MM
430,9149467165,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.26853209999996 16.65423379999996),MM
431,9149467166,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.26866979999996 16.65425769999996),MM
432,9149467167,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.26831439999995 16.65419589999996),MM
433,9149467168,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.26824559999996 16.654184),MM
434,9149467169,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.26817669999996 16.654172),MM
435,9149467170,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.26810789999996 16.65416),MM
575,9149467318,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0894851 16.899469799999952),MM
576,9149467319,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0895246 16.899475399999954),MM
577,9149467320,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0896036 16.899486599999953),MM
578,9149467321,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0896431 16.899492199999955),MM
579,9149467322,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0894456 16.899464199999954),MM
580,9149467323,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0895641 16.899481),MM
581,9149467324,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0894061 16.899458599999956),MM
582,9149467325,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0892282 16.899433399999957),MM
583,9149467326,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0891835 16.899427),MM
584,9149467327,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0891388 16.899420699999958),MM
585,9149467328,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0890941 16.89941439999996),MM
586,9149467329,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0890494 16.899408),MM
587,9149467330,node,MM,combustion,4.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Cat"" }",POINT (96.0890047 16.89940169999996),MM
588,9149467331,node,MM,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.122767 16.98064349999996),MM
589,9149467332,node,MM,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1227918 16.98069549999996),MM
590,9149467333,node,MM,combustion,9.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1228167 16.98074739999996),MM
591,9149467334,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1230192 16.981440699999958),MM
592,9149467335,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1230037 16.981403199999956),MM
593,9149467336,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1232391 16.981437899999957),MM
594,9149467337,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12311039999999 16.981136),MM
595,9149467338,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12319079999999 16.981324699999956),MM
596,9149467339,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1231747 16.981287),MM
597,9149467340,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1231586 16.981249199999954),MM
598,9149467341,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.1231264 16.981173799999954),MM
599,9149467342,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12314249999999 16.981211499999954),MM
600,9149467343,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.123223 16.981400199999953),MM
601,9149467344,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12328739999998 16.981551099999955),MM
602,9149467345,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12330349999998 16.981588799999955),MM
603,9149467346,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12309629999997 16.981628299999954),MM
604,9149467347,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12308079999997 16.981590699999956),MM
605,9149467348,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12306539999997 16.981553199999954),MM
606,9149467349,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12320689999997 16.981362399999956),MM
607,9149467350,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12295749999997 16.981290599999955),MM
608,9149467351,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.122942 16.981253099999954),MM
609,9149467352,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12292659999997 16.981215599999953),MM
610,9149467353,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12297289999997 16.981328099999953),MM
611,9149467354,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12298829999996 16.981365599999954),MM
612,9149467355,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12303459999995 16.981478199999955),MM
613,9149467356,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12305 16.981515699999957),MM
614,9149467357,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12325519999995 16.981475599999957),MM
615,9149467358,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12327129999994 16.981513399999958),MM
616,9149467359,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.12311169999994 16.98166579999996),MM
627,9149467378,node,MM,combustion,9.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.08953449999991 16.900958199999952),MM
628,9149467379,node,MM,combustion,24.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.08908649999991 16.901150699999953),MM
629,9149467380,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.08907309999991 16.900973599999954),MM
630,9149467381,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.08909189999991 16.900809299999953),MM
631,9149467382,node,MM,combustion,120.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.08884239999992 16.90035),MM
632,9149467383,node,MM,combustion,120.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.08863589999991 16.900329399999954),MM
633,9149467435,node,MM,combustion,35.0,gas,steam_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.22654969999986 16.812218299999948),MM
634,9149467436,node,MM,combustion,19.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.22619569999986 16.812079599999947),MM
635,9149467437,node,MM,combustion,19.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.22596499999986 16.81197179999995),MM
636,9149467438,node,MM,combustion,19.0,gas,gas_turbine,generator,NULL,NULL,"{ ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""1990"" }",POINT (96.22569139999986 16.811830599999947),MM
637,9149467439,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22639689999986 16.811699599999947),MM
638,9149467440,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22634609999986 16.81167389999995),MM
639,9149467441,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22629529999986 16.81164829999995),MM
640,9149467442,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22624449999986 16.81162259999995),MM
641,9149467443,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22619369999987 16.81159689999995),MM
642,9149467444,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22614289999987 16.811571199999953),MM
643,9149467445,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22609219999987 16.811545599999953),MM
644,9149467446,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22604139999987 16.811519899999954),MM
645,9149467447,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22599059999988 16.811494199999956),MM
646,9149467448,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22593979999988 16.811468499999958),MM
647,9149467449,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22588899999988 16.81144279999996),MM
648,9149467450,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22583819999988 16.81141719999996),MM
649,9149467451,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22578749999988 16.81139149999996),MM
650,9149467452,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22573669999989 16.81136579999996),MM
651,9149467453,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22568589999989 16.811340099999963),MM
652,9149467454,node,MM,combustion,3.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.operator"": ""Max Power"", ""tags.source"": ""https:\/\/www.moee.gov.mm\/en\/index.php\/ignite\/page\/288"", ""tags.start_date"": ""2013-08-23"" }",POINT (96.22563509999989 16.811314499999963),MM
830,9149467632,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.22498329999996 16.81753050000002),MM
831,9149467633,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.22492779999996 16.817520900000023),MM
832,9149467634,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.22486359999996 16.817509800000025),MM
833,9149467635,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.22478849999996 16.817496800000026),MM
834,9149467636,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.22466479999996 16.817475500000025),MM
835,9149467637,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.224595 16.817463400000026),MM
836,9149467638,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.22453549999994 16.817453100000026),MM
837,9149467639,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (96.224463 16.817440600000026),MM
848,9150489692,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (94.83929629999994 20.177685399999945),MM
849,9150489693,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (94.83927669999994 20.177840599999943),MM
850,9150489694,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80402829999994 21.187057),MM
851,9150489695,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80406489999994 21.187023399999944),MM
852,9150489696,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80395519999995 21.187124099999945),MM
853,9150489697,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80399169999994 21.187090499999947),MM
854,9150489698,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80391859999995 21.187157699999947),MM
855,9150489699,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.803882 21.187191299999945),MM
856,9150489700,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80384539999994 21.187224799999946),MM
857,9150489701,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80380879999994 21.187258399999944),MM
858,9150489702,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80377219999994 21.187292),MM
859,9150489703,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.80373559999994 21.187325499999943),MM
860,9150489704,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (94.803699 21.18735909999994),MM
861,9150489715,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (94.80300209999997 21.18819239999994),MM
862,9150489716,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (94.80295389999998 21.18823739999994),MM
863,9150489717,node,MM,combustion,18.0,gas,gas_turbine,generator,NULL,NULL,NULL,POINT (94.80290739999998 21.188280699999943),MM
864,9150490040,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1522594 21.6675998),MM
865,9150490041,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1522753 21.6675439),MM
866,9150490042,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1522913 21.667488),MM
867,9150490043,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1522434 21.6676557),MM
868,9150490044,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1521884 21.66781029999999),MM
869,9150490045,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1521724 21.667866199999988),MM
870,9150490046,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1521565 21.667922099999988),MM
871,9150490047,node,MM,combustion,18.0,gas,reciprocating_engine,generator,NULL,NULL,"{ ""tags.manufacturer"": ""Wartsila"", ""tags.manufacturer:type"": ""Wartsila W18V50SG"" }",POINT (96.1521405 21.667977899999986),MM
1001,9153574132,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49290529999993 19.397065900000015),MM
1002,9153574133,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.492936 19.397105100000015),MM
1003,9153574134,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49254249999993 19.397564),MM
1004,9153574135,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49279179999992 19.39787940000002),MM
1005,9153574136,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49291639999993 19.398037100000018),MM
1006,9153574137,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49257369999992 19.39760340000002),MM
1007,9153574138,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49282289999992 19.39791880000002),MM
1008,9153574139,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.492636 19.39768230000002),MM
1009,9153574140,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49248019999992 19.39748520000002),MM
1010,9153574141,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49269829999992 19.397761100000018),MM
1011,9153574142,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49276059999991 19.39784),MM
1012,9153574143,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49288529999991 19.397997700000015),MM
1013,9153574144,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49285409999992 19.397958300000017),MM
1014,9153574145,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49260479999992 19.397642900000015),MM
1015,9153574146,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49266709999992 19.397721700000016),MM
1016,9153574147,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49272949999992 19.397800600000014),MM
1017,9153574148,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49251139999993 19.397524600000015),MM
1018,9153574149,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49277849999993 19.397397),MM
1019,9153574150,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49302779999992 19.397712400000017),MM
1020,9153574151,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49315239999993 19.397870100000016),MM
1021,9153574152,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49280969999992 19.397436500000016),MM
1022,9153574153,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.493059 19.397751900000017),MM
1023,9153574154,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.492872 19.397515300000016),MM
1024,9153574155,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49271619999992 19.397318200000015),MM
1025,9153574156,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49293429999992 19.397594200000015),MM
1026,9153574157,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49299669999992 19.397673),MM
1027,9153574158,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49312129999993 19.397830700000014),MM
1028,9153574159,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49309009999993 19.397791300000016),MM
1029,9153574160,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49284089999993 19.397475900000014),MM
1030,9153574161,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49290319999993 19.397554700000015),MM
1031,9153574162,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49296549999993 19.397633600000013),MM
1032,9153574163,node,MM,combustion,2.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49274739999993 19.397357600000014),MM
1033,9153574164,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49305849999993 19.397261900000014),MM
1034,9153574165,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49330349999994 19.397575500000013),MM
1035,9153574166,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.493426 19.397732300000012),MM
1036,9153574167,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49308909999995 19.39730110000001),MM
1037,9153574168,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49296659999995 19.39714430000001),MM
1038,9153574169,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49333409999994 19.397614700000013),MM
1039,9153574170,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49315039999995 19.397379500000014),MM
1040,9153574171,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49299719999995 19.397183500000015),MM
1041,9153574172,node,MM,combustion,1.0,gas,reciprocating_engine,generator,NULL,NULL,NULL,POINT (93.49321159999995 19.397457900000013),MM
