,lon,lat,depth,capex[$/kW],opex[$/kWh],available_capacity[MW]
0,-178.229446,18.910278320000145,0,1782.770176899688,0.0511455766471627,10.02325324326468
1,-178.229446,18.910278320000145,1,549.1698266800846,0.0788820271681291,10.129581293275844
2,-178.229446,21.09465918166681,0,1624.7409941964518,0.0406708252500579,10.16681798685669
3,-178.229446,21.09465918166681,1,656.7142298469569,0.0885882751306472,10.188394969919418
4,-178.229446,23.27904004333348,0,891.9921836633694,0.090466137133826,10.016608097341951
5,-178.229446,23.27904004333348,1,1839.6850872365744,0.0963336342973746,10.332440207291633
6,-178.229446,25.46342090500014,0,1101.030718242476,0.0513075764634213,10.086963199001447
7,-178.229446,25.46342090500014,1,1629.0461371033189,0.0926345122424547,10.244739048711756
8,-178.229446,27.64780176666681,0,1909.4119725634496,0.0224261286850373,9.463483334410498
9,-178.229446,27.64780176666681,1,1261.4531051520642,0.0876729186754192,9.95102206859578
10,-178.229446,29.83218262833348,0,1751.432341242773,0.0895916261589798,10.01860689081822
11,-178.229446,29.83218262833348,1,1259.20813765713,0.0260748515458572,10.101179786362565
12,-178.229446,32.01656349000014,0,1269.5013966678357,0.0646051021088139,10.041847769217156
13,-178.229446,32.01656349000014,1,340.9671129434638,0.0786000683523539,10.089037452919934
14,-178.229446,34.200944351666806,0,1795.9425611552902,0.0426258949023737,10.009171475595192
15,-178.229446,34.200944351666806,1,794.492850762783,0.027960698710977,10.04600551193381
16,-178.229446,36.38532521333347,0,1080.0478502034075,0.079780546186134,10.042957207743342
17,-178.229446,36.38532521333347,1,1121.5034238366943,0.0746880173413333,10.10177592882411
18,-178.229446,38.56970607500013,0,1665.7079472532669,0.071565362490264,9.638945148576864
19,-178.229446,38.56970607500013,1,1109.9106149514523,0.0631481747954649,9.899339338311158
20,-178.229446,40.7540869366668,0,131.4189695040908,0.0060605067637229,9.754989006037691
21,-178.229446,40.7540869366668,1,1305.4506031097244,0.0015866678825658,10.051209363866988
22,-178.229446,42.93846779833346,0,1200.1352022651447,0.0045939700611898,9.988091487305232
23,-178.229446,42.93846779833346,1,467.672404273918,0.0404214467729988,9.989585074022472
24,-178.229446,45.12284866000013,0,408.338483589988,0.026764204866846,9.88272103836468
25,-178.229446,45.12284866000013,1,1353.5328838321154,0.0563509046634237,9.79221505557663
26,-178.229446,47.3072295216668,0,795.1179622748795,0.0961374864383133,9.930928077743676
27,-178.229446,47.3072295216668,1,1550.433210734268,0.0431736149712616,10.218351918104036
28,-178.229446,49.491610383333466,0,1640.3130717000636,0.0393196611395288,9.518935716961163
29,-178.229446,49.491610383333466,1,1968.277774987968,0.0495769305823702,10.05300289587429
30,-178.229446,51.67599124500013,0,545.4751838600085,0.0378504391148311,10.290188941953044
31,-178.229446,51.67599124500013,1,1052.5406626322067,0.0114564816370529,10.122293522581517
32,-178.229446,53.8603721066668,0,1414.6997410094305,0.0135483884239527,10.09418147191947
33,-178.229446,53.8603721066668,1,1759.7518928870277,0.086940070092952,10.090586401408158
34,-178.229446,56.04475296833346,0,1159.0675684888542,0.0280739243707442,9.799686684665156
35,-178.229446,56.04475296833346,1,1099.0485071341673,0.02752029300426,9.81075932958011
36,-178.229446,58.22913383000012,0,292.3684166457742,0.057991879469759,10.049753344099068
37,-178.229446,58.22913383000012,1,507.1493316109664,0.0128248854803563,9.844169153637122
38,-178.229446,60.41351469166679,0,1525.15945167891,0.0452464856060545,9.677851324322122
39,-178.229446,60.41351469166679,1,1414.7839246977326,0.0791095620069439,9.871222278310452
40,-178.229446,62.59789555333346,0,1152.5258391709665,0.0193559551760474,10.131892767731074
41,-178.229446,62.59789555333346,1,107.8803479480686,0.0771661063592346,10.086981592721685
42,-178.229446,64.78227641500013,0,1882.569067134208,0.0689420772132668,9.7195587770951
43,-178.229446,64.78227641500013,1,1471.341354624873,0.0514502526024478,10.117483990455405
44,-178.229446,66.96665727666678,0,440.6644170153406,0.074769915585808,9.75102587875457
45,-178.229446,66.96665727666678,1,916.7759162669524,0.0390326825354156,10.142998495509046
46,-178.229446,69.15103813833346,0,594.074851014177,0.0983784056508733,9.929392257951786
47,-178.229446,69.15103813833346,1,1161.7986753958055,0.0466960560321664,10.068022595844273
48,-178.229446,71.33541900000012,0,760.9793202330309,0.013353665050506,10.199932456574556
49,-178.229446,71.33541900000012,1,231.4227312862358,0.0512249314067163,10.259047466380345
50,-176.1600859884393,18.910278320000145,0,1012.1871097557996,0.016715072047849,9.981720074281668
51,-176.1600859884393,18.910278320000145,1,1311.8434875834944,0.0388205166310708,9.986233837097528
52,-176.1600859884393,21.09465918166681,0,1073.4652293619797,0.0401727440316895,9.607125181138723
53,-176.1600859884393,21.09465918166681,1,1132.3570155913578,0.0722419455047392,10.141246863546217
54,-176.1600859884393,23.27904004333348,0,426.59145118503,0.0200001509440118,10.100696954843146
55,-176.1600859884393,23.27904004333348,1,853.7161439412781,0.0076580125017396,10.09637155362199
56,-176.1600859884393,25.46342090500014,0,1602.9242385265004,0.0043040776718212,9.531827024701393
57,-176.1600859884393,25.46342090500014,1,809.1988736463212,0.0757939551679832,10.173651457271008
58,-176.1600859884393,27.64780176666681,0,498.2065015421568,0.0402880530338752,10.09604468271976
